No,username,Date,cleaned_tweets
339,AnalystMarketer,2020-06-23 20:08:42,$HTZ $MSFT $SQ $DAL $BAC $NOK $AAPL $GME $BA $AMD $INTC $JNJ $MGM $SBUX $SPY $NFLX $FB $COST $MIST $AMZN $INUV $GPS… https://t.co/J7eTvWZUfI
340,GraysonRoze,2020-06-23 20:08:33,New 52-week highs in the S&amp;P 1500:43$AAPL$ADBE$ADSK$ALRM$AMZN$ATVI$CDNS$CLGX$CORT$EA$ETSY$FB$HOLX… https://t.co/7PE7H6k313
341,msonenote,2020-06-23 20:07:53,@hatsager Hi there. Maybe we can help! You can learn more about OneNote templates here at the following links!… https://t.co/fFHr5qOUB1
342,TackleTrading,2020-06-23 20:07:47,Around two dozen $SPX #stocks put in new 52 week highs Tuesday. Largest by marketcap include $AAPL $MSFT $AMZN $FB… https://t.co/NUEhMqEAoy
343,aaaamhim,2020-06-23 20:05:49,$CBL OVERSOLD BOUNCING AFTERHOURS! 💸📈 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL… https://t.co/jkPtdvATuF
344,thedegentrader,2020-06-23 20:05:32,My $MSFT puts finally gained some ground. Really would like $185-$195 pullback. $197.50 more likely if we have a re… https://t.co/5sSRADm8g2
345,thedegentrader,2020-06-23 20:05:31,Much better today from both realized and unrealized p/l. Up 36% on my $FB $TRIP $NKLA and $APT calls. Took profi… https://t.co/wO2oCuxjbI
346,OptionBullsLLC,2020-06-23 20:05:12,What a CRAZY day. #HIGHLIGHTS $AMZN 6.25 ➡️ 12.90 (swing)$SPOT 1.75 ➡️ 4.05 $CGC .17 ➡️ .62 $TLRY .26 ➡️ .38… https://t.co/gU66MOU6B6
347,aaaamhim,2020-06-23 20:05:08,$CBL OVERSOLD BOUNCING AFTERHOURS! 💸📈 $RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJ… https://t.co/27Wn6dB9iJ
348,StockMKTNewz,2020-06-23 20:05:07,Top 15 stocks added by Robinhood users today (# of users holding)1 Kitov $KTOV2 Apple $AAPL3 Amazon $AMZN4 Sea… https://t.co/gztKHZrONg
349,WindowsDocs,2020-06-23 20:05:06,Terminal Preview v1.1 features are now available! Rename a tab and give it a color (tips &amp; tricks)! Launch on start… https://t.co/760ktdbBcT
350,msonenote,2020-06-23 20:05:00,Learn something new with our #Microsoft Learning Tools for #OneNote. Discover how to use Immersive Reader and more:https://t.co/HGxyR350ib
351,FlamingoCharts,2020-06-23 20:04:37,$180 in loss. First red day in 3 weeks :( Nice early profits on $ROKU $MSFT and $TSLA Loss trades on $FB and $BA… https://t.co/Svp6zPRmgT
352,BagholderSecur1,2020-06-23 20:03:50,Holding BA BYND and MSFT calls for tomorrow.
353,chokethehippo,2020-06-23 20:02:15,@penguinmarty @DefNotTheIRS JP Morgan msft  and airlines they will go down a bit more but roi for them will be significant in 1-2 years
354,WindowsDocs,2020-06-23 20:02:06,Terminal Tips &amp; Tricks Tuesday! We’ve got a new Tips &amp; Tricks page – anyone have a fav tip or trick we could includ… https://t.co/G0csYbcs4V
355,gbergfinancial,2020-06-23 20:01:33,An 8th consecutive day higher for the tech heavy NASDAQ as $AAPL $MSFT &amp; $AMZN lead the charge.  S&amp;P 500 +13
356,Windows,2020-06-23 20:01:19,@its_me_axad Have you set your active hours? This should help prevent inconvenient updates: https://t.co/Olhbw6fPSn
357,MSdevIRL,2020-06-23 20:00:03,#Microsoft acquires #CyberX to accelerate and secure customers’ #IoT deployments https://t.co/pSXohpu6FH #MSDevIRL… https://t.co/ir7siYfnOk
358,YHamiltonBlog,2020-06-23 20:00:02,@MinionCapital Agree on TYL. Still think FB is undervalued and MSFT is frothy.
359,TBDFinance,2020-06-23 20:00:02,TBD Tech Top 3 $AAPL:  +2.33% 📈$AMZN:  +1.88% 📈$MSFT:  -0.78% 📉
360,msdevCA,2020-06-23 20:00:00,How do you empower collaboration within your remote #gamedev teams? First create clear and accessible documentatio… https://t.co/1tTbhykTir
361,msexcel,2020-06-23 20:00:00,Announcing STOCKHISTORY the newest member of the #Excel function family. Easily pull historical stock prices into… https://t.co/O2eNXMvkhz
362,HammerstoneMar3,2020-06-23 20:00:00,Top news$AAPL $AMZN $FB $NFLX $AMZN $MSFT $ADBE $NVDA $EA $PYPL 52wk hi$SPOT new ATH on $CMCSA availability$NKE… https://t.co/7JsjtJhNS4
363,MicrosoftTeams,2020-06-23 19:59:51,Explore how leadership at @Jabil is using live events in #MicrosoftTeams to hold weekly Q&amp;A sessions to unify worke… https://t.co/tVESEDEaaA
364,iSteveTalk,2020-06-23 19:59:37,@cinnamon_msft How could you survive that long without them?
365,BearishBullsCEO,2020-06-23 19:59:01,Small wins add up. That’s how I like to trade. No need to hit home runs every day. $100-$300 winners go a long… https://t.co/8jADj1rDGf
366,MicrosoftToDo,2020-06-23 19:58:42,@BJKakkad Hi there. That's a great idea for a future update! We invite you to leave that to the following link for… https://t.co/MGZtqriQ6Z
367,humblestockguy,2020-06-23 19:58:16,The NASDAQ is getting a little tired today.  Many tech names forming bearish candles after a big run. Either we hav… https://t.co/hNc8veCeJS
368,aaaamhim,2020-06-23 19:57:55,$CBL LETS BREAK 65 CENTS AFTERHOURS! $ITOX WILL BREAK 6 CENTS📈💸 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT… https://t.co/9Ew5STrSwZ
369,musicnews360,2020-06-23 19:55:56,Black Lives Matter forces LGBTQ organization to ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc… https://t.co/TzDxbwp5f0
370,bullriders1,2020-06-23 19:54:30,$MSFT 202 https://t.co/sUHi5VuEhs
371,ChrisMartinezL,2020-06-23 19:53:25,@chamath @TSOH_Investing Its misleading as Chamath says because a lot of the MSFT Teams installs being counted he… https://t.co/8PmOOmKz7V
372,Njabs_MSFT,2020-06-23 19:52:48,@hle_Repsy @Bohlale_Chiloan My queen 😭😭😭😭😂😂
373,XMCapitalGroup,2020-06-23 19:52:12,$SPX once again rejected at 3130-3150. Small caution flag as tech is very overextended. $AAPL $MSFT $AMZN $GOOG $FB… https://t.co/aTM9jDM4LK
374,Johnny_Hammond,2020-06-23 19:52:02,@Tocelot Still surprising. If you wanna point to network effects how can we ignore msft literally owning a console.
375,SwaggyStocks,2020-06-23 19:51:41,BULLISH SENTIMENT in $MSFT Jul-10 calls at $202.5 strike price. $550K premium paid.
376,Microsoft365,2020-06-23 19:50:27,The way we work and live has changed in a short amount of time. Hear directly from Microsoft CVP Jared Spataro as… https://t.co/mvWyVeKyH9
377,AnalystMarketer,2020-06-23 19:49:45,$INO 💵👌$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $ES$QQQ $ATH… https://t.co/0GIQYza06h
378,kleja01,2020-06-23 19:49:44,@NTLiveStream Sven look at the daily candle forming on MSFT.
379,MicrosoftHelps,2020-06-23 19:49:23,@Mashole9 2/3— Can you provide us the screenshot of the error message you’re getting when accessing your account… https://t.co/qPa7EcnbT2
380,Bmenzalji,2020-06-23 19:49:04,@JasonHitchcock nice one on fsly it's been flying.  FB is making moves too esp w/ msft shutting down their gaming… https://t.co/ZO7gmjzc3V
381,Xiaolun_Cheng,2020-06-23 19:49:04,@vastglad this is just very sad. MSFT design never achieves even 50% of its concept..
382,MicrosoftHelps,2020-06-23 19:48:53,@Brock_McHugebig Hi Brock! Thank you for reaching out to us. We understand that you want to know why your order wa… https://t.co/wj6UjE3NNC
383,MikeRigert,2020-06-23 19:48:39,#QQQ #SQQQ #FNGD #AAPL #MSFT #FB #GOOGL #NFLX@BearTrapsReport Significant bearish RSI divergence in the Nasdaq 100 https://t.co/ihfP5Ejo6n
384,mdmcdanel,2020-06-23 19:46:40,While #remotework provides freedom from a physical office many employees now feel tied to their computers because… https://t.co/ZSYHLM47Jp
385,MSFT__Incel,2020-06-23 19:46:32,Tina Fey has no counter for my AI vfx program that digitally alters every episode of 30 rock to put Liz Lemon in blackface
386,zeboul0n,2020-06-23 19:45:16,@adhall_msft Learning by doing. Best school on the planet! 👍🏻😀
387,Windows,2020-06-23 19:45:15,Streamers + musicians + PUBG = a fun way to raise money for charity! Learn more about Gaming to Give Back and hear… https://t.co/TOB9do01wx
388,TheDataPros,2020-06-23 19:45:05,Microsoft Surface Book 3 13.5 review: A bold but ageing beauty -&gt; https://t.co/EtUTZmtJqA #MSFT #Microsoft #Surface… https://t.co/cTTHgoKmjG
389,BERNARDCLAY9,2020-06-23 19:45:01,$cldr $nok $abev $znga $save $mgm $c $coty $et $pbr $snap $xom $luv $msft $itub $bbd $hal $intc… https://t.co/A2uQxdLHD4
390,onedrive,2020-06-23 19:45:00,As the business world shifts to remote work safely sharing and accessing content is increasingly important. Learn… https://t.co/P3QcSi5A5l
391,musicnews360,2020-06-23 19:44:53,2 men arrested in Oregon are accused of killing ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc… https://t.co/la0vRHeVqs
392,GoldmanSachBOT,2020-06-23 19:40:47,Microsoft Corp. (MSFT) surprised the market with Q3 result. Deutsche bank changed the rating to Hold as Microsoft… https://t.co/O5VAW61D6m
393,adhall_msft,2020-06-23 19:37:30,@zeboul0n I can't unless I use dogfood. I use Outlook for work and I separate home and work life strictly :)
394,msft_d,2020-06-23 19:37:12,Nah fam 4 the max. A nice 7 seater Suburban for all the activities and roadtrips! https://t.co/uKpzECJoKF
395,h2onolan,2020-06-23 19:36:54,NIST and MSFT have stepped back from password expiration- but thats not the whole story. Detecting compromised acco… https://t.co/lLaGkKdnlr
396,adhall_msft,2020-06-23 19:36:31,@dfir_justin oh. now that site had an option I had not tried ... Organize by Thread. I can make it appear/disapper… https://t.co/ocSEEkaAA5
397,MicrosoftStream,2020-06-23 19:33:06,Securely record and personalize videos that include annotations text and emojis directly from your phone with the… https://t.co/jyFiohjqK9
398,ethantrades97,2020-06-23 19:32:09,$KTOV Got that big green bar I was looking for going back up through 15min 200EMA showing a lot of bullishness. We… https://t.co/oLeWaWS4w6
399,TheBurdetteLawF,2020-06-23 19:31:25,The large caps of Tues. trading- $AAPL $AMZN $BA $TSLA $FB $MSFT $BABA $INO $NVDA $AAL $FSLY $ADBE $AMD $NFLX $UAL… https://t.co/cDsmRDEfAf
400,FlamingoCharts,2020-06-23 19:31:23,$MSFT all out at 2.53
401,Azn_CyberSleuth,2020-06-23 19:31:15,$MSFT - Microsoft adds $150M to diversity inclusion investment https://t.co/Q2ee1lfX5R
402,Drugdoctor2014,2020-06-23 19:31:03,$AYTU $1.50 COV19 RAPID TESTS - HUGE Demand as RECORD CASES - CA - FL - TX - Chart curling - massive ACCUM/DIST!… https://t.co/3861aW6OUj
403,dotnet,2020-06-23 19:31:01,What's your cross-platform development solution? #dotNETRocks talks to @knz_whalen about using C# and XAML and de… https://t.co/BLhSk7TTA7
404,bythecharts,2020-06-23 19:30:42,🚽🚽🚽😉 $AAPL $MSFT $QQQWARNED YOU
405,musicnews360,2020-06-23 19:30:35,Angry woman coughed on 1-year-old’s face at C ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc… https://t.co/3nIF5RiRAp
406,_ubusisiwe,2020-06-23 19:30:20,@Njabs_MSFT lol ? that gent used to finish my food when i was at his house.
407,BullishBearz,2020-06-23 19:30:20,Had to wait today for this $msft $1
408,Abhishe55978686,2020-06-23 19:30:08,@wbayek @NTLiveStream Monthly 5 EMAs: AAPL 317 MSFT 181 AMZN 2395. Note: I have rounded thw numbers
409,OfficeInsider,2020-06-23 19:30:00,#OfficeInsiders on iOS you can now read your documents in Edit mode without fear of making accidental changes. To… https://t.co/ALFO4GPADs
410,wladimirsouza,2020-06-23 19:29:38,@cinnamon_msft I need this setup.
411,Jphillips329,2020-06-23 19:28:51,@StreamHatchet @WatchMixer @FacebookGaming @Kyle__McPherson @Gardenhozer if you were wondering where MSFT the bump came from..
412,zergione,2020-06-23 19:28:24,@cssoz @Wesley_Wenhold @sayem_msft @androidcentral I cannot  commend OnePlus. If i remember correctly it's about le… https://t.co/3mHAuU7ouI
413,SandiFrench1212,2020-06-23 19:28:17,@MSFT_Business @SandiFrench @tiesto @StevieNicks I’m 40! 41 end of July. Yeahhhh
414,Njabs_MSFT,2020-06-23 19:28:14,This is annoying 😂😂😂😂😂 https://t.co/R4hkup6pFZ
415,anaseeen,2020-06-23 19:27:43,@GuestJaen @sayem_msft @windowscentral The days of #hackintosh are numbered because #Apple is moving away from Intel
416,MicrosoftHelps,2020-06-23 19:27:34,@ShpWrkz 2/3-Could you provide a screenshot of the exact message that you’ll get when you sign in to your account… https://t.co/FMMtn5qgAf
417,EliteOptionSwap,2020-06-23 19:27:33,$AMZN - Buy #AlertAMZN July 2480 PUT at 10.50#algotrading #algotrade #eosalgotrade #eosalgotrading $SPX $SPY… https://t.co/AQYLDmH6tG
418,XtradesOfficial,2020-06-23 19:27:25,thanks bro for all the charts and info #BABA #AAPL #NFLX #MSFT #BYND #ROKU https://t.co/65zv8y99IV
419,FlamingoCharts,2020-06-23 19:26:49,$MSFT Out half here at 2.46
420,Spartantrader7,2020-06-23 19:26:49,So are peeps ever going to lock in some gains in $amzn and $aapl?  With Nasdaq up for like the 8th straight day it… https://t.co/5VUqYIPxEP
421,cmendibl3,2020-06-23 19:26:48,The list continues with @oyara @eiximenis @rdiazconcha @jorgefdezsa @dpereirapaz @q3scrum @kastwey @saintwukong… https://t.co/CUIm5w8GvU
422,OfficeSupport,2020-06-23 19:25:24,@withaphsound Please check out the following article to know how our privacy works: https://t.co/0VdPJM87KV. Feel m… https://t.co/lQzQTsJUej
423,arismakesmusic,2020-06-23 19:25:22,@msft_fml @imscotttoddy I wish I was stoked while compiling the set but growth doesn’t want stoked. Growth wants nervousness.
424,ztroth,2020-06-23 19:25:18,Swing ideas $aapl $msft @fb @googl . Do your own DD I’m not a financial advisor
425,georgebaily,2020-06-23 19:25:17,the market cap of $MSFT is larger than the entire US High Yield Market -- @themarketear https://t.co/r8ZgcMp0C3
426,PZ_Solutions,2020-06-23 19:24:50,repost MSFTDynamics365catenarycat How can we help you Ed? For general support we recommend checking forums here an… https://t.co/iuC6ZsVdhq
427,msexcel,2020-06-23 19:24:37,@chrija Hi there no need to wait for likes! You can submit your feedback to the product team here:… https://t.co/TdwJjrIRfu
428,skylanetk,2020-06-23 19:24:36,$MSFT https://t.co/ef9PwRIHmv
429,shoprecord,2020-06-23 19:24:22,@WhiteHouse @POTUS @realDonaldTrump President pls try to not use helicopter that often. It cannot glide and is easy… https://t.co/ZOnZLlkxCK
430,TeaAndTools,2020-06-23 19:24:04,@mikechip73 @MicrosoftTeams You can find some additional keyboard shortcuts available in Teams here: https://t.co/vtu4s5VNn0
431,msft_fml,2020-06-23 19:24:03,@arismakesmusic @imscotttoddy You are
432,JimDBenson,2020-06-23 19:23:26,@LeoTheGreat300 @PuffDragon11 msft 5min looks walking on the diving board
433,ravibrewster,2020-06-23 19:22:30,@jimcramer $WORK is a sleeper.  The chat user experience totally crushes $MSFT Teams in every way.  Very underrated… https://t.co/zpEewTsbhJ
434,arismakesmusic,2020-06-23 19:22:28,@imscotttoddy @msft_fml I used stoked this morning to describe my joy re: playing a burning Blocks 2. I guess I’m in the secret club :)
435,MicrosoftHelps,2020-06-23 19:22:23,@ShrewSynonymous We’d love to hear from you! Please share your experience with the Social Media Team by clicking th… https://t.co/bQQYJWzp6T
436,dfir_justin,2020-06-23 19:22:02,@adhall_msft I have had ghost mailboxes and ended up having to delete a bunch of directories and plist files to ess… https://t.co/PonYlwSlDF
437,Microsoft_GS,2020-06-23 19:22:00,With digital technologies being used for tracking tracing and testing individuals with #COVID19 we need to fight… https://t.co/hkFDkzROHh
438,DivergentVentur,2020-06-23 19:21:42,This just means more liquidity flowing for safe heaven companies like $AAPL and the likes. It will drive indexes hi… https://t.co/aDykTsmRef
439,LAVAoption,2020-06-23 19:21:24,$AAPL $FB $MSFT All up and $AAPL hit my target (372+) today..If my posts were helpful for your education/profits… https://t.co/8FHtlh25LJ
440,dritch,2020-06-23 19:21:05,#WWDC20 what does MacOS on ARM mean for performance of VMs #Docker and even #Windows considering MSFT's current… https://t.co/rnmGif0lKa
441,zeboul0n,2020-06-23 19:20:19,@adhall_msft (yeah I know you have tried as you work at MS.... but still... )
442,EagleEyeSWAT,2020-06-23 19:20:03,It will interest you that using 500000 million (500 billion) market capitalization in the screener results in just… https://t.co/LCtd3JD3cH
443,SamaniEhsan,2020-06-23 19:19:40,@cinnamon_msft Thanks for keeping my firm in business.
444,imscotttoddy,2020-06-23 19:19:05,@msft_fml Stoked to hear it’s not just me
445,zeboul0n,2020-06-23 19:18:57,@adhall_msft Stopped using it 2 years ago. Outlook on iOS is sooo much better. Give it a try and your ghost problem… https://t.co/2Qx0GW2n4v
446,embrace_t_world,2020-06-23 19:17:43,all in $BABA to break new ATH$BA $AAPL $MSFT $AMZN $GOOGL $FB $NVDA $NFLX $JPM $BAC $GS $SPX $NASDAQ #ES_F
447,supert3d1975,2020-06-23 19:17:29,iOS 14: All the New Features! $AAPL $MSFT - Homescreen redesign looks awfully like #Windows #Tiles https://t.co/Xeucp2Zyoh
448,JohnMarlin_MSFT,2020-06-23 19:17:23,@WendySiegelman @voteblueforgood Just another failure by Kushner.  How many is that now?
449,FRCorp,2020-06-23 19:17:06,@Microsoft is one of the biggest #tech companies with a dominant market position in operating systems (80% global s… https://t.co/IkkbwVkWFU
450,TraceyRyniec,2020-06-23 19:16:52,@PerIversen4 You don't have to be rich to own these. You can do the fractional shares and buy a little bit of each… https://t.co/ufqWKpBjNb
451,MicrosoftHelps,2020-06-23 19:16:25,@krishnasuman We’d love to hear from you! Please share your experience with the Social Media Team by clicking the l… https://t.co/jEj6QmyAVM
452,ThatPs5Guy,2020-06-23 19:16:14,@julianlightning @lxMondayxl @XcloudTimdog Also we already saw load time demo on SX from msft and it was not instan… https://t.co/nBqLkAz36t
453,Njabs_MSFT,2020-06-23 19:16:07,@_ubusisiwe Is not finishing your food some sort of love portion trick to make him stay or she's maintaining? Why do you hate food so much
454,TheDataPros,2020-06-23 19:15:05,Microsoft Azure and Johns Hopkins Medicine have partnered to accelerate precision medicine -&gt;… https://t.co/BtyRNelOcx
455,msft4startups,2020-06-23 19:15:01,Discover how startup @Fridai_official collected research to identify video gamer pain-points and successfully launc… https://t.co/VbNhcdYCXq
456,vyrotek,2020-06-23 19:15:01,@cinnamon_msft Loving the new terminal but I've noticed an issue since I've upgraded my PC. When I drag the window… https://t.co/WWJXY64a6d
457,GuyCreal,2020-06-23 19:14:37,$pixy contract news should be out soon and everyone will be chasing this dollars higher. WAY undervalued at $5 imo.… https://t.co/GvTyUC9QOZ
458,davharris,2020-06-23 19:14:35,.@microsoft launches investments in Black- and African American-owned partner businesseshttps://t.co/YvWQ9AKgBb vi @KyleAlspach $MSFT
459,neilcoughlan,2020-06-23 19:14:33,@adhall_msft @Alex_A_Simons @divinetechygirl @ElisOl 100% with you on brainstorming whitboarding - my post it’s are feeling sad and unloved
460,adhall_msft,2020-06-23 19:13:22,Has any had the ghost email problem in the Apple Mail client? Where a deleted or archived mail keeps coming back in… https://t.co/FmNF7yQYuc
461,stevekavdc,2020-06-23 19:09:17,Top 10 stocks with bullish flows: $AAPL $FB $FSLY $ETSY $NVDA $AMZN $BABA $MSFT $AMD $TXN
462,M_Zo_Zo,2020-06-23 19:08:35,@jimcramer Yes thank you Jim for the endless $aapl pump. Not that it's a bad investment. It is now one of the bigg… https://t.co/CZqsSVjRUn
463,rell23505,2020-06-23 19:08:30,@sayem_msft @androidcentral Everything is about perspective
464,Voliik,2020-06-23 19:08:00,@msft_fml that's you man i'm merely an apprentice
465,musicnews360,2020-06-23 19:07:59,Pope Francis accuses priests who defied pandemic ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc… https://t.co/0s9uMZfIys
466,MicrosoftTeams,2020-06-23 19:07:42,@AirlineFlyer Hi Jason we appreciate the feedback. We encourage you to vote comment and follow the progress of t… https://t.co/HyCcGX9L6p
467,Njabs_MSFT,2020-06-23 19:06:05,Some nurses are incompetent and full of it . I don't know if it's bad luck or what but I always seem to get the wor… https://t.co/rOimIV0hAI
468,MSFTDynamics365,2020-06-23 19:04:01,@catenarycat How can we help you Ed? For general support we recommend checking forums here and reaching out to our… https://t.co/pKT7r20Dw6
469,msaaddev,2020-06-23 19:02:46,I am 14 people short of reaching 100 followers on @github. If you like the work I do or want to see what I am up to… https://t.co/7UYRaI2Gza
470,KimNewsNJ,2020-06-23 19:02:05,Why Fastly Stock Is Rising Today | The Motley Fool$FSLY $ZM $AMZN $AAPL $FB $MSFT $NET https://t.co/Hfz8wNpx8y
471,TheMrDev,2020-06-23 19:02:02,Looking Toppy $MSFT #IrresponsibleFedPolicy Just ask @GuyAdami$DRIP outperformance of $VIX@CNBC $XLB $XLC $XLE… https://t.co/wcWcXtSdtv
472,DejaBrewTrades,2020-06-23 19:01:47,MASSIVE GAINS ON $INO! $AAPL ATH $MSFT ATH $AMZN ATH and more in our live trading Discord. Join me @… https://t.co/3pcDJzVHAq
473,msft_fml,2020-06-23 19:01:38,@Voliik King
474,othersideam,2020-06-23 19:01:16,@DiMartinoBooth This is a doom loop they can’t escape from. Extend extend extend until when?! Until what happens??… https://t.co/2XIaB7IZU0
475,surface,2020-06-23 19:00:42,@jackronlloyd We're sure you will get the hang of it in no time Jack! We recommend checking out Tips in Windows 10… https://t.co/hQRHIvtqgf
476,theoldcfo,2020-06-23 19:00:37,@hmeisler @teasri New Nifty Fifty? FANG MSFT SHOP BABA AMZN REGNCOST etc?
477,TBDFinance,2020-06-23 19:00:07,TBD Tech Top 3 $AAPL:  +2.85% 📈$AMZN:  +2.27% 📈$MSFT:  +1.03% 📈
478,dennisguzy,2020-06-23 19:00:05,Learn how we’ve modernized our finance audits with Azure #DevOps  and the impact that it’s having:… https://t.co/NWKZ7f6T4Q
479,msft_nick,2020-06-23 19:00:03,5 Things Strong Leaders Do https://t.co/ZNZQQyL6WG #MSFTAdvocate
480,msft_fml,2020-06-23 19:00:03,@skysuitewubs In the top 3 too
481,trader_blitz,2020-06-23 19:00:01,Microsoft | $MSFTMSFT - swing puts - 7/2 expiry 200 strikeLong or short it with BTC on Trade8:… https://t.co/BdhQdyfEcz
482,SharePoint,2020-06-23 19:00:01,Mark your calendar for June 30! Webinar (9-10 AM PT) + AMA (10-11 AM PT): Empower your remote workforce with data s… https://t.co/twCcPCkTfx
483,MicrosoftSearch,2020-06-23 19:00:01,Learn about new capabilities coming to the #MicrosoftGraph. https://t.co/hpJFFBt9rV https://t.co/WqY281yPlN
484,MSdevIRL,2020-06-23 19:00:00,Rapid recovery planning for #IT service providers https://t.co/jfHtEIJRTp #MSDevIRL #Azure #Developers
485,MaxRovensky,2020-06-23 18:59:48,@emmetgibney @IndieHackers That's the case I don't support. Market was already there and MSFT played shady to get c… https://t.co/76VA6mQMIw
486,GuestJaen,2020-06-23 18:59:12,@sayem_msft @windowscentral Then switch another operating system with what fits with your tastes If you like the s… https://t.co/VNaiRGRcl2
487,msft_fml,2020-06-23 18:59:07,@eradikid LMAO SAME
488,TheProper5,2020-06-23 18:57:41,@nntaleb Have you assessed the cryptocurrency $LINK.  in terms of skin-in-the-game it is intertwined and operati… https://t.co/0PIkoLmaC5
489,InfluxUnlmtd,2020-06-23 18:57:19,Those MSFT rollups in the 200s just gave us an extra idkk 50% on top of the 100% we racked in previous.. good with that.
490,skysuitewubs,2020-06-23 18:57:08,@msft_fml What about referring to people as “my g”
491,KimNewsNJ,2020-06-23 18:56:40,$FSLY Fastly surpasses Zoom as the best-performing work-from-home stock | Markets Insider $FSTLY $ZM $FB $NVDA… https://t.co/HaHXZBrWGV
492,LaMonicaBuzz,2020-06-23 18:55:49,$6.2 trillion. That is now the combined market value of $AAPL $MSFT $AMZN $GOOGL and $FB. Record highs today for Ap… https://t.co/PYen7MOkE3
493,KevinMulhall,2020-06-23 18:55:43,@dcominottim It's what comes of trying not to offend anybody including  legacy users and multiple UI factions insid… https://t.co/DeiyW4OqLS
494,FinancialTakes,2020-06-23 18:54:47,$MSFT shutting down Mixer so bullish $AMZN Twitch. Own them both heavily but quite a bit more AMZN.. Twitch is wil… https://t.co/x5p51wwwu7
495,eradikid,2020-06-23 18:54:26,@msft_fml I been using this word before even knowing its meaning 💀
496,Investidea1,2020-06-23 18:54:13,2020 $ARGGY Aston Martin $AML Vantage Coupe Is More Than Just a Beauty It's an All-Around Charmer… https://t.co/qSf1uSRccR
497,surface,2020-06-23 18:52:21,@foreverfocusnyc Hi there. 😊 Check out our education discount here and let us know if you have any more questions! https://t.co/BHhrPjly9V
498,FusionptCapital,2020-06-23 18:52:07,$MSFT bouncing off the 300 day moving average just like all the textbooks say 🤪📚 https://t.co/TgPHI5v4Pu
499,SwaggyStocks,2020-06-23 18:51:12,BEARISH SENTIMENT in $MSFT Dec-18 puts at $220 strike price. $550K premium paid.
500,rushishah1220,2020-06-23 18:51:00,I used our Ratios/Spreads/Correlations tool on @ycharts to be able to show how strong the trillion dollar companies… https://t.co/3CHCd3iwHp
